image_filename,日文名字 Japanese Name,中文名字 Chinese Name,类型 Type,相关作品 Relevant Work,相关人物 Relevant Character,相关柄图 Relevant Image,相关活动 Relevant Event,发行商经销商 Distributor,发行日期 Release Date,发行价格 Release Price ,发行地区 Release Region,信息来源 Resource,地点 Location,具体位置 Address,营业时间 Operation Hours,详细信息 Detailed Information
359.jpg,,韩国5.15教师节 《女校之星》Cafe 社媒分享抽赏 ,⭐️ 活动,女校之星（漫画）,"小林老师, 星老师","星老师 12宫格, 小林星 夏威夷衫, 3个老师：星&小林&中村, 小林星 西装",,,5/14/2024,N/A 赠品,韩国,https://x.com/munhakdongne/status/1921784559491858571,,,,"韩国5.15教师节特别活动：《女校之星》Cafe

活动五

请在社交媒体（X（原Twitter）、Instagram）上发布您光顾咖啡厅的照片。

我们将随机抽取十位幸运儿，赠送“女校之星”周边商品。（商品种类、数量等均为随机。）

获奖名单公布：5月30日，星期五

*将通过私信单独通知"
360.jpg,,《去唱卡拉OK吧！》动画版 Line 贴图发布,⭐️ 活动,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,,,,,,,,
361.jpg,,《为你着迷。》动画版 Line 贴图发布,⭐️ 活动,为你着迷（动画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,,,,,,
362.jpg,,CUT  2021/03,📔 杂志,为你着迷（漫画）,林美良,,,,3/1/2021,980,日本,,,,,
363.jpg,,FEEL YOUNG(フィールヤング)  2020/08,📔 杂志,女校之星（漫画）,星老师,女校之星 地铁,,フィールヤング  FEEL YOUNG,8/1/2020,690,日本,,,,,
364.jpg,,FEEL YOUNG(フィールヤング)  2021/01,📔 杂志,女校之星（漫画）,星老师,星老师 生日,,フィールヤング  FEEL YOUNG,1/1/2021,690,日本,,,,,
365.jpg,,FEEL YOUNG(フィールヤング)  2021/08,📔 杂志,女校之星（漫画）,星老师,,,フィールヤング  FEEL YOUNG,8/1/2021,690,日本,,,,,https://x.com/onna_sono_Hoshi/status/1405437610034491392
366.jpg,,FEEL YOUNG(フィールヤング)  2022/03,📔 杂志,女校之星（漫画）,"小林老师, 星老师",小林星 西装,,フィールヤング  FEEL YOUNG,3/1/2022,690,日本,,,,,https://x.com/onna_sono_Hoshi/status/1490611957790961664
367.jpg,,FEEL YOUNG(フィールヤング)  2022/08,📔 杂志,女校之星（漫画）,小林老师,小林老师 红Polo,,フィールヤング  FEEL YOUNG,8/1/2022,690,日本,,,,,https://x.com/onna_sono_Hoshi/status/1556255561112375296
368.jpg,,FEEL YOUNG(フィールヤング)  2023/01,📔 杂志,女校之星（漫画）,星老师,,,フィールヤング  FEEL YOUNG,1/1/2023,690,日本,,,,,
369.jpg,,FEEL YOUNG(フィールヤング) 2023/8,📔 杂志,女校之星（漫画）,"小林老师, 星老师",小林星 夏威夷衫,,フィールヤング  FEEL YOUNG,8/1/2023,690,日本,,,,,
370.jpg,,FEEL YOUNG(フィールヤング) 2024/5,📔 杂志,女校之星（漫画）,"小林老师, 星老师, 中村老师",3个老师：星&小林&中村,,フィールヤング  FEEL YOUNG,5/1/2024,690,日本,,,,,
371.jpg,,FEEL YOUNG(フィールヤング) 2024/8,📔 杂志,女校之星（漫画）,"小林老师, 星老师",小林星 擦黑板,,フィールヤング  FEEL YOUNG,8/1/2024,690,日本,,,,,
372.jpg,,FEEL YOUNG(フィールヤング) 2024/11,📔 杂志,女校之星（漫画）,"小林老师, 星老师",,,フィールヤング  FEEL YOUNG,11/1/2024,690,日本,,,,,
373.jpg,,FEEL YOUNG(フィールヤング)  2025/04,📔 杂志,女校之星（漫画）,"小林老师, 星老师",小林星 西装,,フィールヤング  FEEL YOUNG,4/1/2025,690,日本,,,,,
374.jpg,,FEEL YOUNG(フィールヤング)  2025/07,📔 杂志,女校之星（漫画）,星老师,,,フィールヤング  FEEL YOUNG,7/1/2025,690,日本,,,,,
375.jpg,,spoon.2Di vol.124 2025/07,📔 杂志,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 橘子树,,,7/1/2025,1350,日本,,,,,附 A2封面同柄图海报一张
376.jpg,,anan(アンアン） No.2455 2025/07,📔 杂志,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,7/1/2025,880,日本,,,,,封底图
377.jpg,,Animage(アニメージュ) 2025/09,📔 杂志,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",丰田世纪,,,9/1/2025,1200,日本,,,,,
378.jpg,,アニメディア 2025/09,📔 杂志,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,,9/1/2025,1100,日本,,,,,附《去唱卡拉OK吧！》杂志附页自裁剪相卡纸一张 +明信片一张+ 透明文件夹 一个
379.jpg,,PASH! 2025/10,📔 杂志,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",聪实 狂儿 KTV 俯拍,,PASH! 编辑部,10/1/2025,990,日本,,,,,
380.jpg,,月刊コミックビーム 2020/12,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,12/1/2020,660,日本,,,,,第00话
381.jpg,,月刊コミックビーム　2021/05,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,5/1/2021,660,日本,,,,,第1话
382.jpg,,月刊コミックビーム　2021/08,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,8/1/2021,660,日本,,,,,第2话
383.jpg,,月刊コミックビーム　2021/12,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,12/1/2021,660,日本,,,,,第2.5话
384.jpg,,月刊コミックビーム　2022/04,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,4/1/2022,660,日本,,,,,第3话
385.jpg,,月刊コミックビーム　2022/07,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,7/1/2022,660,日本,,,,,第4话
386.jpg,,月刊コミックビーム　2022/11,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 中餐馆点单,,コミックビームComic Beam,11/1/2022,660,日本,,,,,第5话
387.jpg,,月刊コミックビーム　2023/02,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,2/1/2023,660,日本,,,,,第6话
388.jpg,,月刊コミックビーム　2023/04,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,4/1/2023,660,日本,,,,,第7话
389.jpg,,月刊コミックビーム　2023/07,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,7/1/2023,660,日本,,,,,第8话
390.jpg,,月刊コミックビーム　2023/09,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,9/1/2023,660,日本,,,,,第9话
391.jpg,,月刊コミックビーム　2023/12,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,12/1/2023,660,日本,,,,,特别访谈
392.jpg,,月刊コミックビーム　2024/01,📔 杂志,"去唱卡拉OK吧（电影）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实",聪实 狂儿 咲茶店对视,,コミックビームComic Beam,1/1/2024,660,日本,,,,,番外篇
393.jpg,,月刊コミックビーム　2024/01,📔 杂志,"去唱卡拉OK吧（电影）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实",聪实 狂儿 咲茶店对视,,コミックビームComic Beam,1/1/2024,660,日本,,,,,番外篇
394.jpg,,月刊コミックビーム　2024/03,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,3/1/2024,660,日本,,,,,第10话
395.jpg,,月刊コミックビーム　2024/06,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,6/1/2024,660,日本,,,,,第11话
396.jpg,,月刊コミックビーム　2024/09,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,9/1/2024,660,日本,,,,,第12话
397.jpg,,月刊コミックビーム　2024/12,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",狂儿 吃巴菲,,コミックビームComic Beam,12/1/2024,660,日本,,,,,第13话
398.jpg,,月刊コミックビーム　2025/03,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,3/1/2025,660,日本,,,,,第14话
399.jpg,,月刊コミックビーム　2025/06,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,6/1/2025,660,日本,,,,,第15话
400.jpg,,月刊コミックビーム　2025/08,📔 杂志,"去唱卡拉OK吧（动画）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实",,,コミックビームComic Beam,8/1/2025,660,日本,,,,,第16话
401.jpg,,月刊コミックビーム　2025/09,📔 杂志,"去唱卡拉OK吧（动画）,  为你着迷（动画）, 去家庭餐厅吧（漫画）","成田狂儿, 冈聪实, 二阶堂明, 目高优一, 林美良, 江间让二",,,コミックビームComic Beam,9/1/2025,660,日本,,,,,第17话
402.jpg,,月刊コミックビーム　2025/11,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,コミックビームComic Beam,11/1/2025,660,日本,,,,,第18话
403.jpg,,月刊コミックビーム　2025/12,📔 杂志,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 蒲田站,,コミックビームComic Beam,12/1/2025,660,日本,,,,,第19话
404.jpg,,《去唱卡拉OK吧！》同人志 日文 初版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 蒙娜丽莎,,,,,日本,,,,,本作最初于2019年8月举办的独立同人志贩售活动“COMITIA 129”上作为同人刊物发行。作品在会场上瞬间售罄；鉴于读者对再版呼声极高，随后又开放了邮购渠道（BOOTH通贩）——结果依然在极短时间内便再次售罄。此后虽又历经数次重印，却始终处于反复脱销的状态，由此造就了一段传奇：它被誉为一部杰作，却令那些渴望一睹为快的读者感到可望而不可即。相较于最初的同人版本，后期发行的商业单行本进行了大幅度的修订与增补，几乎每一页的内容都经过了重新打磨；此外，书中还收录了超过20页的全新原创内容（狂儿的过去）。
405.jpg,,《去唱卡拉OK吧！》漫画 日文 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,日本,,,,,
406.jpg,,《去唱卡拉OK吧！》漫画 英文 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,,,,,,
407.jpg,,《去唱卡拉OK吧！》漫画 韩文 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,韩国,,,,,
408.jpg,,《去唱卡拉OK吧！》漫画 越南文 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,越南,,,,,
409.jpg,,《去唱卡拉OK吧！》漫画 繁中 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,台湾,,,,,
410.jpg,,《去唱卡拉OK吧！》漫画 简中 普版,📚 书,去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,大陆,,,,,
411.jpg,,《为你着迷。》 同人志 日文 初版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,日本,,,,,同人志 2/18/2019
412.jpg,,《为你着迷。》漫画 日文 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,日本,,,,,
413.jpg,,《为你着迷。》漫画 英文 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,,,,,,
414.jpg,,《为你着迷。》漫画 韩文 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,韩国,,,,,
415.jpg,,《为你着迷。》漫画 越南文 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,越南,,,,,
416.jpg,,《为你着迷。》漫画 繁中 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,台湾,,,,,
417.jpg,,《为你着迷。》漫画 简中 普版,📚 书,为你着迷（漫画）,"二阶堂明, 目高优一, 林美良, 江间让二",,,,,,大陆,,,,,
418.jpg,,《去家庭餐厅吧。上》漫画 日文 普版,📚 书,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,,,,,日本,,,,,
419.jpg,,《去家庭餐厅吧。上》漫画 韩文 普版,📚 书,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,,,,,韩国,,,,,
420.jpg,,《去家庭餐厅吧。上》漫画 繁中 普版,📚 书,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",聪实 狂儿 散散步吧,,,,,台湾,,,,,
421.jpg,,《去家庭餐厅吧。上》/《去恰饭吧》漫画 简中 特装版,📚 书,去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实","聪实 狂儿 散散步吧, 聪实 狂儿 郁金香松饼咖啡",,,,,大陆,,,,,简中译名为《去恰饭吧》
422.jpg,,《女校之星 1》漫画 日文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",,,,,,日本,,,,,
423.jpg,,《女校之星 1》漫画 韩文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",,,,,,韩国,,,,,
424.jpg,,《女校之星 1》漫画 越南文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",,,,,,越南,,,,,
425.jpg,,《女校之星 1》漫画 繁中 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",,,,,,台湾,,,,,
426.jpg,,《女校之星 1》漫画 简中 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",,,,,,大陆,,,,,
427.jpg,,《女校之星 2》漫画 日文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",小林老师 举粉笔,,,,,日本,,,,,
428.jpg,,《女校之星 2》漫画 韩文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",小林老师 举粉笔,,,,,韩国,,,,,
429.jpg,,《女校之星 2》漫画 越南文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",小林老师 举粉笔,,,,,越南,,,,,
430.jpg,,《女校之星 2》漫画 繁中 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",小林老师 举粉笔,,,,,台湾,,,,,
431.jpg,,《女校之星 2》漫画 简中 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",小林老师 举粉笔,,,,,大陆,,,,,
432.jpg,,《女校之星 3》漫画 日文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,日本,,,,,
433.jpg,,《女校之星 3》漫画 韩文  普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,韩国,,,,,
434.jpg,,《女校之星 3》漫画 越南文  普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,越南,,,,,
435.jpg,,《女校之星 3》漫画 繁中  普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,台湾,,,,,
248.jpg,,《女校之星 3》漫画 日文 特装版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,日本,,,,,
437.jpg,,《女校之星 4》漫画 日文 普版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师",女校之星 古森&鸟井,,,,,日本,,,,,
438.jpg,,《女校之星 4》漫画 日文 特装版,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师","女校之星 古森&鸟井, 3个老师：星&小林&中村",,,,,日本,,,,,
439.jpg,,《女校之星 4》漫画 繁中,📚 书,女校之星（漫画）,"小林老师, 星老师, 中村老师","女校之星 古森&鸟井, 3个老师：星&小林&中村",,,,,台湾,,,,,
440.jpg,,《去唱卡拉OK吧！》成田狂儿 & 冈聪实 迷你相片 （一套3款）,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,アニメイト Animate A店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《去唱卡拉OK吧！》动画版盒装DVD/蓝光碟 A店 购入 特典
441.jpg,,《为你着迷。》林美良 & 目高优一 迷你相片 （一套3款）,纸片子,为你着迷（动画）,"林美良, 江间让二",,,アニメイト Animate A店,12/24/2025,N/A 赠品,日本,https://karaoke-muchusa.com/karaoke/bddvd.html#BD2,,,,《为你着迷。》动画版盒装DVD/蓝光碟 A店 购入 特典
442.jpg,,《去唱卡拉OK吧！》《为你着迷。》动画 答谢会,⭐️ 活动,"去唱卡拉OK吧（动画）, 为你着迷（动画）","成田狂儿, 冈聪实, 二阶堂明, 目高优一, 林美良, 江间让二",,,,2/8/2026,,日本,,,,,"📚日期及时间：2026年2月8日，星期日
📚地点：海老名市文化中心大礼堂
📚演员阵容
堀江俊（饰演：冈聪实） #小野大辅（饰演：成田狂儿）
小野贤章（饰演：林美良） #内山昂辉（饰演：江间让二）
冈本信彦（饰演：二阶堂明） #小野由纪（饰演：目高优一）
📚优先购买抽奖申请
2025年12月24日（星期三）中午12:00
📚抽奖申请网站
https://eplus.jp/karaoke-muchusa/serial/
*申请网站将于12月23日（星期二）中午12:00开放"
443.jpg,,蜜瓜书店 《去唱卡拉OK吧！》动画官方视觉指南限量版 特典迷你亚克力面板,亚克力立牌亚克力板,去唱卡拉OK吧（动画）,成田狂儿,狂儿 2 5 8 11,,"メロンブックス 蜜瓜书店, カドスト Kadokawa 角川商店",12/12/2025,3960,日本,https://www.melonbooks.co.jp/detail/detail.php?product_id=3323492,,,,"《去唱卡拉OK吧！》动画官方视觉指南蜜瓜书店限定版附赠迷你亚克力板

材质：透明亚克力
厚度：约 3mm
尺寸：A6（约 105 x 148mm）"
444.jpg,,蜜瓜书店 《去唱卡拉OK吧！》动画官方视觉指南 赠品插画卡,纸片子,去唱卡拉OK吧（动画）,"成田狂儿, 冈聪实",,,メロンブックス 蜜瓜书店,12/12/2025,3960,日本,https://www.melonbooks.co.jp/detail/detail.php?product_id=3323492,,,,"《去唱卡拉OK吧！》动画官方视觉指南 赠品插画卡
*赠品送完即止，感谢您的理解。"
445.jpg,,蜜瓜书店 《为你着迷。》动画官方视觉指南限量版 特典迷你亚克力面板,亚克力立牌亚克力板,为你着迷（动画）,"二阶堂明, 目高优一",,,メロンブックス 蜜瓜书店,12/12/2025,3960,日本,https://www.melonbooks.co.jp/detail/detail.php?product_id=3323490,,,,"《为你着迷。》动画官方视觉指南 蜜瓜书店限定版附赠迷你亚克力板

材质：透明亚克力
厚度：约 3mm
尺寸：A6（约 105 x 148mm）"
446.jpg,,蜜瓜书店 《为你着迷。》动画官方视觉指南 赠品插画卡,纸片子,为你着迷（动画）,"二阶堂明, 目高优一",,,メロンブックス 蜜瓜书店,12/12/2025,3960,日本,https://www.melonbooks.co.jp/detail/detail.php?product_id=3323490,,,,"《为你着迷。》动画官方视觉指南 赠品插画卡
*赠品送完即止，感谢您的理解。"
447.jpg,,和山山绘制成田狂儿（绫野刚）冈聪实（藤本润）电影打伞名场面色纸,色纸,去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",聪实 狂儿 雨中撑伞,,,,,日本,,,,,去唱卡拉OK吧！电影蓝光碟豪华套装 （附赠特典DVD) 特典之一
448.jpg,,角川 x 达芬奇小册子  8月刊 漫画魂 内有和山山原创 二阶堂明的早餐 3P,小册子,为你着迷（漫画）,二阶堂明,,,カドスト Kadokawa 角川商店,7/1/2020,,,https://www.kadokawa.co.jp/topics/4567/,,,,"角川漫画展 Kadocomi 2020
展会期间，在全国约2000家参与活动的书店购买指定漫画，即可获赠一本“Kadocomi x Da Vinci”（共四种不同版本），这是一本收录了人气声优访谈、原创漫画及插画的小册子。
活动时间：2020年7月初至2020年8月下旬（派发数量有限，送完为止）
目标书籍：附有“Marker Sticker”的KADOKAWA漫画
特典赠送：小册子《角川×达芬奇》（B6尺寸，36-40页）。
-7月刊：特辑【女主角】和特辑【浪漫】
-8月刊：特辑【异世界】和特辑【漫画精神】

小册子里的二阶堂的早餐的故事只有3P，2021年为庆祝《为你着迷。》电视剧版的播出，和山山老师扩展了故事情节，作为《为你着迷。》的特别庆祝番外在月刊コミックビーム　2021/2里刊登。"
449.jpg,,非卖品《去唱卡拉OK吧！》聪实紧张 狂儿无语 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,,,,,HMV&BOOKS 涩谷店,"〒150-0041 東京都渋谷区神南1-21-3 渋谷 modi 内 5F,6F",每天：10:00～21:00,
450.jpg,,非卖品《女校之星》星老师托腮 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",女校之星（漫画）,星老师,,,,,,,,HMV&BOOKS 涩谷店,"〒150-0041 東京都渋谷区神南1-21-3 渋谷 modi 内 5F,6F",每天：10:00～21:00,
451.jpg,,非卖品《去唱卡拉OK吧！》狂儿托腮 小心心图案领带 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,成田狂儿,,,,,,,,紀伊國屋書店 梅田本店,"〒530-0012 大阪市, 大阪府 北区芝田1-1-3, 阪急三番街",每天：10:00～21:00,
452.jpg,,非卖品《女校之星》星老师托腮 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",女校之星（漫画）,星老师,,,,,,,,紀伊國屋書店 梅田本店,"〒530-0012 大阪市, 大阪府 北区芝田1-1-3, 阪急三番街",每天：10:00～21:00,
453.jpg,,非卖品《去唱卡拉OK吧！》狂儿狡黠看镜头 聪实下垂眼 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,,,,,紀伊國屋書店 新宿本店,東京都 新宿区 新宿3-17-7,每天：10:00～21:00,
454.jpg,,非卖品《女校之星》星老师小林老师西装领带 和山山签绘色纸（无实体）,"色纸, 📍圣地巡礼, ❌ 非卖品",女校之星（漫画）,"小林老师, 星老师",小林星 西装,,,,,,,eBook Japan (线上无实体）,,,"#ebookjapan25周年纪念 庆贺亲绘第37弹 - 和山山
注：本色纸无实体"
455.jpg,,非卖品《去唱卡拉OK吧！》狂儿看镜头聪实侧脸 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,,,,,丸善 ラゾーナ川崎店,1F 〒212-8576 神奈川県川崎市幸区堀川町72−1,每天：10:00～21:30,
456.jpg,,非卖品《去唱卡拉OK吧！》聪实 狂儿 对视 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,,,,,ジュンク堂書店 池袋本店,東京都豊島区南池袋2-15-5,每天：10:00～22:00,顺久堂书店 池袋本店
457.jpg,,非卖品《去唱卡拉OK吧！》聪实条纹T恤比耶 狂儿不屑 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧 （漫画）,"成田狂儿, 冈聪实",,,,,,,,ジュンク堂書店 池袋本店,東京都豊島区南池袋2-15-6,每天：10:00～22:00,顺久堂书店 池袋本店
458.jpg,,非卖品《去唱卡拉OK吧！》电影海报 和山山签名,"海报,  📍圣地巡礼, ❌ 非卖品",去唱卡拉OK吧（电影）,"成田狂儿, 冈聪实",,,,,,,,ジュンク堂書店 池袋本店,東京都豊島区南池袋2-15-6,每天：10:00～22:01,顺久堂书店 池袋本店
459.jpg,,非卖品《去家庭餐厅吧。上》聪实 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去家庭餐厅吧（漫画）,冈聪实,,,,,,,,歓迎 本店 （ホアンヨン） - 蒲田/中華料理,〒144-0052 東京都大田区蒲田5-13-26. 大田区立消費者生活センター1階,"周一    11:30 AM–2 PM, 5–11:30 PM
周二    11:30 AM–2 PM, 5–11:30 PM
周三    11:30 AM–2 PM, 5–11:30 PM
周四    11:30 AM–2 PM, 5–11:30 PM
周五    11:30 AM–2 PM, 5–11 PM
周六    11:30 AM–2:30 PM, 5–11 PM
周日    11:30 AM–2:30 PM, 5–11 PM",色纸位于收银台，和山山老师绘于2022/6/9。聪实旁边的长翅膀的天使饺子原型在此饭店的菜单封面上~
460.jpg,,非卖品《去家庭餐厅吧。上》狂儿 烤肉 和山山签绘色纸,"色纸, 📍圣地巡礼, ❌ 非卖品",去家庭餐厅吧（漫画）,成田狂儿,,,,,,,,焼肉 弘城 （ヤキニク ヒロキ）,"東京都大田区西蒲田7-3-7 弘城ビル 3F （从JR蒲田站西口步行1分钟，
从东急蒲田站西口步行2分钟，距蒲田站103米）","周一    11:00 AM–次日2 :00AM
周二    11:00 AM–次日2 :00AM
周三    11:00 AM–次日2 :00AM
周四    11:00 AM–次日2 :00AM
周五    11:00 AM–次日2 :00AM
周六    11:00 AM–次日2 :00AM
周日    11:00 AM–11:00 PM",色纸在痛屋（包间）的推拉门上
461.jpg,,烧肉弘城 圣地巡礼套餐特典（可加购）亚克力挂件 （共5款）,"亚克力挂件, 📍圣地巡礼",去家庭餐厅吧（漫画）,"成田狂儿, 冈聪实",,,,,,,,焼肉 弘城 （ヤキニク ヒロキ）,"東京都大田区西蒲田7-3-7 弘城ビル 3F （从JR蒲田站西口步行1分钟，
从东急蒲田站西口步行2分钟，距蒲田站103米）","周一    11:00 AM–次日2 :00AM
周二    11:00 AM–次日2 :00AM
周三    11:00 AM–次日2 :00AM
周四    11:00 AM–次日2 :00AM
周五    11:00 AM–次日2 :00AM
周六    11:00 AM–次日2 :00AM
周日    11:00 AM–11:00 PM","《去家庭餐厅吧。上》第9话 狂儿聪实吃烤肉的烤肉店的原型

店里有漫画痛间（狂儿聪实同款包间，可电话预约）和两款圣地巡礼套餐，其中套餐附赠且可以加购的亚克力挂件共5款：

圣地巡礼套餐A：（3-4人份）10,000日元（含税）
・时令泡菜
・特制厚切牛舌
・超大横膈膜肉（320克）--- 聪实爱吃
・漫画风白米饭一碗（看起来像是从漫画里走出来的米饭！！！重约1公斤） --- 聪实同款（聪实吃光了，服不服？）
・圣地巡礼纪念卡片
・烤肉弘城亚克力挂件（2个）
*额外挂件每个550日元（含税）可另行购买。

圣地巡礼套餐B：（1-2人份）7,000日元（含税）
・时令泡菜
・特制厚切牛舌
・横膈膜肉（160克）--- 聪实爱吃
・大米饭一碗(正常量）
・圣地巡礼纪念卡片
・烤肉弘城亚克力挂件（1个）
*额外挂件每个550日元（含税）可另行购买。"
